,name,Land,Maschinennummer,Nettowert,Menge,Verkaufsbeleg,latitude,longitude
792,Austria,AUT,7001571,146.9,1.0,1,47.516231,14.550072
793,Chile,CHL,5417670,146.3,3.0,2,-35.675147,-71.542969
794,Portugal,PRT,3015190,146.16,8.0,1,39.399872,-8.224454
795,Spain,ESP,3051580,145.32,12.0,1,40.463667,-3.74922
796,United States of America,USA,3043430,145.04,3.0,2,37.09024,-95.712891
797,Germany,DEU,56000570,144.8,6.0,2,51.165691,10.451526
798,Austria,AUT,3020730,144.0,8.0,1,47.516231,14.550072
799,Germany,DEU,32100410,143.55,1.0,1,51.165691,10.451526
800,Germany,DEU,3047050,143.0,1.0,1,51.165691,10.451526
801,Malaysia,MYS,55002320,143.0,1.0,1,4.210484,101.975766
802,Germany,DEU,3053530,142.7,2.0,2,51.165691,10.451526
803,Austria,AUT,3026030,141.9,16.0,3,47.516231,14.550072
804,Germany,DEU,6800640,141.8,1.0,1,51.165691,10.451526
805,Germany,DEU,3044480,141.12,3.0,1,51.165691,10.451526
806,Germany,DEU,7003860,140.64,3.0,2,51.165691,10.451526
807,South Africa,ZAF,3048810,140.63,1.0,1,-30.559482,22.937506
808,Germany,DEU,32100600,140.4,12.0,1,51.165691,10.451526
809,Austria,AUT,5416570,140.28,1.0,1,47.516231,14.550072
810,Poland,POL,5411351,140.28,1.0,1,51.919438,19.145136
811,Peru,PER,3058700,139.7,5.0,2,-9.189967,-75.015152
812,Italy,ITA,3047760,139.65,6.0,1,41.87194,12.56738
813,Germany,DEU,32100760,139.6,2.0,1,51.165691,10.451526
814,Germany,DEU,31010240,139.3,7.0,2,51.165691,10.451526
815,United Kingdom,GBR,3040062,138.6,4.0,1,55.378051,-3.435973
816,Netherlands,NLD,31007791,138.6,1.0,1,52.132633,5.291266
817,Germany,DEU,3057660,138.39000000000001,3.0,2,51.165691,10.451526
818,Iran,IRN,3049510,137.8,2.0,1,32.427908,53.688046
819,Germany,DEU,3052590,137.10999999999999,5.0,4,51.165691,10.451526
820,Netherlands,NLD,3062290,136.08,12.0,1,52.132633,5.291266
821,Germany,DEU,32000310,135.97,12.0,2,51.165691,10.451526
822,Italy,ITA,3047390,135.45,1.0,1,41.87194,12.56738
823,Spain,ESP,3045250,135.38,3.0,2,40.463667,-3.74922
824,Germany,DEU,3035702,134.6,2.0,1,51.165691,10.451526
825,Switzerland,CHE,6006610,133.94,5.0,3,46.818188,8.227512
826,Poland,POL,31006550,133.84,2.0,2,51.919438,19.145136
827,Germany,DEU,3044670,133.84,1.0,1,51.165691,10.451526
828,Austria,AUT,5104630,133.6,1.0,1,47.516231,14.550072
829,Austria,AUT,5101720,133.6,1.0,1,47.516231,14.550072
830,Germany,DEU,32100610,133.2,2.0,1,51.165691,10.451526
831,Germany,DEU,3050660,133.0,1.0,1,51.165691,10.451526
832,Germany,DEU,6006601,132.95,2.0,2,51.165691,10.451526
833,Austria,AUT,5419520,132.6,1.0,1,47.516231,14.550072
834,Netherlands,NLD,3049400,132.09,1.0,1,52.132633,5.291266
835,Romania,ROU,6600890,132.0,1.0,1,45.943161,24.96676
836,Slovakia,SVK,3052660,131.74,1.0,1,48.669026,19.699024
837,United States of America,USA,3028112,131.74,1.0,1,37.09024,-95.712891
838,Austria,AUT,3205140,131.58,2.0,1,47.516231,14.550072
839,Austria,AUT,5408800,131.4,1.0,1,47.516231,14.550072
840,United States of America,USA,6104650,131.25,3.0,1,37.09024,-95.712891
841,Netherlands,NLD,3033750,131.18,2.0,1,52.132633,5.291266
842,Austria,AUT,6008320,129.6,8.0,1,47.516231,14.550072
843,South Africa,ZAF,3045560,129.54,12.0,7,-30.559482,22.937506
844,Germany,DEU,32100380,129.5,3.0,2,51.165691,10.451526
845,Qatar,QAT,0,129.3,3.0,1,25.354826,51.183884
846,Croatia,HRV,3053890,129.29,1.0,1,45.1,15.2
847,Poland,POL,3053630,128.73,2.0,2,51.919438,19.145136
848,Austria,AUT,5409380,128.7,9.0,1,47.516231,14.550072
849,Germany,DEU,7005750,128.7,1.0,1,51.165691,10.451526
850,Spain,ESP,31030770,128.45,1.0,1,40.463667,-3.74922
851,Belgium,BEL,32400900,128.4,6.0,1,50.503887,4.469936
852,Spain,ESP,6104240,128.1,1.0,1,40.463667,-3.74922
853,Germany,DEU,3054970,128.0,4.0,1,51.165691,10.451526
854,Austria,AUT,5413580,127.3,2.0,1,47.516231,14.550072
855,Netherlands,NLD,3045020,127.26,1.0,1,52.132633,5.291266
856,Austria,AUT,31002922,127.0,1.0,1,47.516231,14.550072
857,Austria,AUT,5103190,126.92,1.0,1,47.516231,14.550072
858,Germany,DEU,3041700,126.9,1.0,1,51.165691,10.451526
859,Germany,DEU,3060140,126.2,2.0,1,51.165691,10.451526
860,Netherlands,NLD,3055580,126.08,2.0,2,52.132633,5.291266
861,Germany,DEU,7006141,125.8,7.0,3,51.165691,10.451526
862,United States of America,USA,31005811,125.58,1.0,1,37.09024,-95.712891
863,Dominican Rep.,DOM,6601770,124.9,3.0,2,18.735693,-70.162651
864,Germany,DEU,51002920,124.6,1.0,1,51.165691,10.451526
865,Austria,AUT,32000210,124.56,3.0,1,47.516231,14.550072
866,Germany,DEU,7008790,124.1,1.0,1,51.165691,10.451526
867,Germany,DEU,3056380,124.0,5.0,3,51.165691,10.451526
868,Netherlands,NLD,3053850,121.24,38.0,6,52.132633,5.291266
869,Germany,DEU,90002950,121.03,1.0,1,51.165691,10.451526
870,Germany,DEU,3058540,120.9,3.0,1,51.165691,10.451526
871,Iceland,ISL,3020131,120.15,1.0,1,64.963051,-19.020835
872,Germany,DEU,7007000,119.7,1.0,1,51.165691,10.451526
873,Germany,DEU,32100990,119.6,1.0,1,51.165691,10.451526
874,United Arab Emirates,ARE,3070130,119.3,1.0,1,23.424076,53.847818
875,Germany,DEU,32600090,119.0,2.0,1,51.165691,10.451526
876,Germany,DEU,32600160,119.0,2.0,1,51.165691,10.451526
877,Germany,DEU,3049130,118.8,16.0,2,51.165691,10.451526
878,United States of America,USA,3063330,117.25,1.0,1,37.09024,-95.712891
879,Austria,AUT,5412700,117.23,2.0,1,47.516231,14.550072
880,Austria,AUT,5409890,117.23,2.0,1,47.516231,14.550072
881,Italy,ITA,6602680,117.11,1.0,1,41.87194,12.56738
882,Germany,DEU,3043860,117.0,4.0,1,51.165691,10.451526
883,United States of America,USA,3024820,116.2,4.0,1,37.09024,-95.712891
884,Austria,AUT,7002801,116.2,5.0,1,47.516231,14.550072
885,United Kingdom,GBR,3052630,115.92,6.0,1,55.378051,-3.435973
886,Canada,CAN,6800260,115.85,2.0,2,56.130366,-106.346771
887,Germany,DEU,3062550,115.60000000000001,3.0,2,51.165691,10.451526
888,Italy,ITA,6005060,114.8,1.0,1,41.87194,12.56738
889,Spain,ESP,3052120,114.8,1.0,1,40.463667,-3.74922
890,United Kingdom,GBR,3059410,114.8,1.0,1,55.378051,-3.435973
891,Austria,AUT,3022760,114.8,4.0,1,47.516231,14.550072
892,United States of America,USA,3065670,114.8,1.0,1,37.09024,-95.712891
893,Germany,DEU,3055360,114.63999999999999,16.0,2,51.165691,10.451526
894,Poland,POL,3049410,114.24,1.0,1,51.919438,19.145136
895,Italy,ITA,3048030,113.54,4.0,2,41.87194,12.56738
896,Germany,DEU,3059930,113.4,45.0,1,51.165691,10.451526
897,Poland,POL,5419200,113.2,3.0,2,51.919438,19.145136
898,United States of America,USA,3401550,113.12,4.0,1,37.09024,-95.712891
899,Germany,DEU,3025420,112.95,1.0,1,51.165691,10.451526
900,Poland,POL,3208340,112.92,4.0,3,51.919438,19.145136
901,Austria,AUT,5411060,112.7,2.0,1,47.516231,14.550072
902,Germany,DEU,32101150,112.6,3.0,2,51.165691,10.451526
903,Poland,POL,31025820,112.4,1.0,1,51.919438,19.145136
904,Germany,DEU,51001690,111.8,1.0,1,51.165691,10.451526
905,Germany,DEU,6006900,111.62,1.0,1,51.165691,10.451526
906,Netherlands,NLD,3400830,111.44,3.0,2,52.132633,5.291266
907,Slovenia,SVN,3041802,110.95,2.0,2,46.151241,14.995463
908,Germany,DEU,3054340,110.62,6.0,3,51.165691,10.451526
909,Austria,AUT,5403490,110.2,2.0,1,47.516231,14.550072
910,Canada,CAN,3063570,110.11,5.0,2,56.130366,-106.346771
911,Czechia,CZE,3059700,110.03999999999999,14.0,2,49.817492,15.472962
912,Russia,RUS,3054050,109.34,2.0,1,61.52401,105.318756
913,Germany,DEU,32100670,108.66,24.0,4,51.165691,10.451526
914,Germany,DEU,3047750,108.1,1.0,1,51.165691,10.451526
915,Germany,DEU,3031900,108.1,1.0,1,51.165691,10.451526
916,Spain,ESP,3043620,107.94,1.0,1,40.463667,-3.74922
917,Austria,AUT,6103521,107.73,7.0,3,47.516231,14.550072
918,Austria,AUT,5415520,106.6,3.0,2,47.516231,14.550072
919,Russia,RUS,90005180,105.42,1.0,1,61.52401,105.318756
920,Germany,DEU,31029880,105.4,6.0,2,51.165691,10.451526
921,Italy,ITA,3048790,105.36,3.0,2,41.87194,12.56738
922,Israel,ISR,31017510,103.88,1.0,1,31.046051,34.851612
923,Austria,AUT,5401600,102.8,1.0,1,47.516231,14.550072
924,United Kingdom,GBR,3021120,102.41,1.0,1,55.378051,-3.435973
925,Russia,RUS,3050220,101.63,18.0,5,61.52401,105.318756
926,Germany,DEU,31021600,101.4,6.0,2,51.165691,10.451526
927,United Kingdom,GBR,3037652,101.02,4.0,2,55.378051,-3.435973
928,Germany,DEU,3038800,100.8,2.0,1,51.165691,10.451526
929,Austria,AUT,7001710,100.1,1.0,1,47.516231,14.550072
930,Germany,DEU,3041640,100.01,5.0,5,51.165691,10.451526
931,Poland,POL,3050100,99.75,2.0,2,51.919438,19.145136
932,Germany,DEU,90001810,99.74,4.0,2,51.165691,10.451526
933,Germany,DEU,56001043,99.56,1.0,1,51.165691,10.451526
934,Turkey,TUR,0,98.61,2.0,1,38.963745,35.243322
935,Romania,ROU,3049950,98.56,7.0,2,45.943161,24.96676
936,Germany,DEU,7006151,98.28,2.0,1,51.165691,10.451526
937,Peru,PER,6800860,98.0,1.0,1,-9.189967,-75.015152
938,Germany,DEU,6007890,97.79,1.0,1,51.165691,10.451526
939,Germany,DEU,3025480,97.77,6.0,2,51.165691,10.451526
940,Germany,DEU,3029580,97.6,1.0,1,51.165691,10.451526
941,Canada,CAN,3033500,97.02,6.0,2,56.130366,-106.346771
942,Italy,ITA,3037932,96.0,40.0,1,41.87194,12.56738
943,Estonia,EST,3045010,95.97,1.0,1,58.595272,25.013607
944,Austria,AUT,3048180,95.9,3.0,2,47.516231,14.550072
945,Italy,ITA,7007110,95.8,2.0,1,41.87194,12.56738
946,Sweden,SWE,31015110,95.69,1.0,1,60.128161,18.643501
947,Portugal,PRT,31600711,95.1,3.0,1,39.399872,-8.224454
948,Denmark,DNK,3041121,94.92,4.0,1,56.26392,9.501785
949,Spain,ESP,6601070,94.64,4.0,1,40.463667,-3.74922
950,Germany,DEU,3047740,94.6,2.0,1,51.165691,10.451526
951,Slovenia,SVN,3038860,94.22,2.0,1,46.151241,14.995463
952,Poland,POL,5419400,94.08,1.0,1,51.919438,19.145136
953,Poland,POL,3050310,93.80000000000001,8.0,4,51.919438,19.145136
954,Austria,AUT,3043760,93.6,4.0,2,47.516231,14.550072
955,Italy,ITA,3066610,93.3,1.0,1,41.87194,12.56738
956,Germany,DEU,3065060,93.15,15.0,1,51.165691,10.451526
957,South Africa,ZAF,3058110,93.1,1.0,1,-30.559482,22.937506
958,Austria,AUT,5422460,92.82,1.0,1,47.516231,14.550072
959,Germany,DEU,3028353,92.2,1.0,1,51.165691,10.451526
960,Germany,DEU,31029580,92.0,3.0,2,51.165691,10.451526
961,Italy,ITA,5411321,91.6,1.0,1,41.87194,12.56738
962,Hungary,HUN,3059620,91.5,7.0,2,47.162494,19.503304
963,Germany,DEU,32100080,91.19999999999999,4.0,2,51.165691,10.451526
964,United Kingdom,GBR,3026682,91.14,6.0,1,55.378051,-3.435973
965,Germany,DEU,7003381,90.96,1.0,1,51.165691,10.451526
966,United Kingdom,GBR,3049740,90.88,34.0,4,55.378051,-3.435973
967,Sweden,SWE,32101140,90.86,3.0,2,60.128161,18.643501
968,United States of America,USA,3401010,90.44,4.0,1,37.09024,-95.712891
969,Italy,ITA,6005792,90.2,2.0,1,41.87194,12.56738
970,Poland,POL,38000530,90.16,2.0,1,51.919438,19.145136
971,United States of America,USA,3062930,88.9,5.0,1,37.09024,-95.712891
972,Austria,AUT,3043850,88.2,2.0,1,47.516231,14.550072
973,Bulgaria,BGR,56200430,88.2,1.0,1,42.733883,25.48583
974,Germany,DEU,5401671,88.2,4.0,1,51.165691,10.451526
975,Germany,DEU,6009190,87.47,176.0,1,51.165691,10.451526
976,Austria,AUT,55002120,87.21,1.0,1,47.516231,14.550072
977,Austria,AUT,3049470,86.8,2.0,1,47.516231,14.550072
978,China,CHN,3060200,86.5,5.0,1,35.86166,104.195397
979,Thailand,THA,31022250,86.4,1.0,1,15.870032,100.992541
980,Germany,DEU,3038501,86.2,2.0,1,51.165691,10.451526
981,Netherlands,NLD,31003310,85.88,1.0,1,52.132633,5.291266
982,Austria,AUT,3048830,85.71000000000001,2.0,2,47.516231,14.550072
983,United Kingdom,GBR,3036922,85.4,1.0,1,55.378051,-3.435973
984,Germany,DEU,3046820,85.3,1.0,1,51.165691,10.451526
985,Austria,AUT,7003133,84.7,1.0,1,47.516231,14.550072
986,Germany,DEU,31015710,84.48,1.0,1,51.165691,10.451526
987,Italy,ITA,3065040,84.3,3.0,1,41.87194,12.56738
988,Cyprus,CYP,3057850,84.3,3.0,1,35.126413,33.429859
989,Poland,POL,6800690,84.21,3.0,2,51.919438,19.145136
990,United Kingdom,GBR,3401310,84.0,60.0,1,55.378051,-3.435973
991,Slovakia,SVK,3044930,84.0,15.0,1,48.669026,19.699024
992,Netherlands,NLD,3055880,83.51,1.0,1,52.132633,5.291266
993,United States of America,USA,3014610,83.0,2.0,1,37.09024,-95.712891
994,Slovenia,SVN,5414420,82.81,1.0,1,46.151241,14.995463
995,Switzerland,CHE,3036773,81.7,5.0,2,46.818188,8.227512
996,Bulgaria,BGR,3047362,81.7,20.0,1,42.733883,25.48583
997,Canada,CAN,3039931,81.63,106.0,5,56.130366,-106.346771
998,Italy,ITA,3036190,81.6,2.0,2,41.87194,12.56738
999,United States of America,USA,6008970,81.34,7.0,2,37.09024,-95.712891
1000,Germany,DEU,3039722,81.3,2.0,2,51.165691,10.451526
1001,Germany,DEU,7007470,81.2,2.0,1,51.165691,10.451526
1002,Italy,ITA,7007290,81.2,2.0,1,41.87194,12.56738
1003,Germany,DEU,5419050,81.1,1.0,1,51.165691,10.451526
1004,Germany,DEU,3063340,80.6,2.0,1,51.165691,10.451526
1005,Germany,DEU,31030850,80.6,2.0,1,51.165691,10.451526
1006,Austria,AUT,3027530,80.5,1.0,1,47.516231,14.550072
1007,Netherlands,NLD,3039563,80.5,14.0,2,52.132633,5.291266
1008,Germany,DEU,5414570,80.5,1.0,1,51.165691,10.451526
1009,South Korea,KOR,3049210,80.5,15.0,2,35.907757,127.766922
1010,Germany,DEU,3037201,80.5,1.0,1,51.165691,10.451526
1011,Germany,DEU,31037020,80.15,1.0,1,51.165691,10.451526
1012,Germany,DEU,3055050,80.0,13.0,2,51.165691,10.451526
1013,Germany,DEU,31020420,79.9,3.0,2,51.165691,10.451526
1014,Netherlands,NLD,31007841,79.66,22.0,2,52.132633,5.291266
1015,Poland,POL,3056250,78.96,4.0,1,51.919438,19.145136
1016,Netherlands,NLD,3029850,78.56,1.0,1,52.132633,5.291266
1017,Germany,DEU,56003200,77.6,2.0,1,51.165691,10.451526
1018,Portugal,PRT,31016480,76.93,9.0,2,39.399872,-8.224454
1019,Germany,DEU,6004832,76.68,1.0,1,51.165691,10.451526
1020,United States of America,USA,3062720,76.44,2.0,1,37.09024,-95.712891
1021,Netherlands,NLD,3040771,75.67,1.0,1,52.132633,5.291266
1022,Poland,POL,3052600,75.67,1.0,1,51.919438,19.145136
1023,Austria,AUT,3013770,75.52,1.0,1,47.516231,14.550072
1024,Switzerland,CHE,3060650,75.52,1.0,1,46.818188,8.227512
1025,Romania,ROU,31034340,75.22,1.0,1,45.943161,24.96676
1026,Russia,RUS,3064670,74.91,3.0,3,61.52401,105.318756
1027,Austria,AUT,6007100,74.7,1.0,1,47.516231,14.550072
1028,Austria,AUT,3045320,74.43,1.0,1,47.516231,14.550072
1029,Germany,DEU,6006110,74.08,1.0,1,51.165691,10.451526
1030,Austria,AUT,6006130,73.6,8.0,1,47.516231,14.550072
1031,Germany,DEU,31024450,73.53,2.0,1,51.165691,10.451526
1032,Germany,DEU,3055420,73.5,5.0,2,51.165691,10.451526
1033,Germany,DEU,3043510,73.3,1.0,1,51.165691,10.451526
1034,United States of America,USA,3024520,73.29,1.0,1,37.09024,-95.712891
1035,Austria,AUT,3053120,73.27,5.0,4,47.516231,14.550072
1036,Poland,POL,32302560,73.08,2.0,1,51.919438,19.145136
1037,Czechia,CZE,3059760,72.45,1.0,1,49.817492,15.472962
1038,Finland,FIN,3067260,72.45,1.0,1,61.892635,-6.911806
1039,Switzerland,CHE,3043390,72.0,2.0,1,46.818188,8.227512
1040,Germany,DEU,6002440,72.0,4.0,1,51.165691,10.451526
1041,Guatemala,GTM,31023960,71.55,1.0,1,15.783471,-90.230759
1042,Austria,AUT,3041900,71.55,1.0,1,47.516231,14.550072
1043,Austria,AUT,7000810,71.5,5.0,1,47.516231,14.550072
1044,Germany,DEU,32100920,71.4,2.0,1,51.165691,10.451526
1045,Portugal,PRT,31004060,71.2,2.0,1,39.399872,-8.224454
1046,United States of America,USA,31029440,71.12,4.0,1,37.09024,-95.712891
1047,United Kingdom,GBR,3048320,70.98,5.0,2,55.378051,-3.435973
1048,Netherlands,NLD,3047160,70.71,4.0,2,52.132633,5.291266
1049,Taiwan,TWN,3036631,70.56,1.0,1,23.69781,120.960515
1050,Austria,AUT,5416540,70.2,1.0,1,47.516231,14.550072
1051,Belgium,BEL,3042460,69.78999999999999,4.0,3,50.503887,4.469936
1052,Germany,DEU,31022640,69.76,2.0,1,51.165691,10.451526
1053,United States of America,USA,3038611,69.72,2.0,1,37.09024,-95.712891
1054,Germany,DEU,5103820,69.44,2.0,1,51.165691,10.451526
1055,Switzerland,CHE,6006121,69.4,2.0,1,46.818188,8.227512
1056,Austria,AUT,3031861,69.02,3.0,3,47.516231,14.550072
1057,Saudi Arabia,SAU,3046190,68.94,2.0,1,23.885942,45.079162
1058,Austria,AUT,7006015,68.66,25.0,3,47.516231,14.550072
1059,Germany,DEU,3055590,68.6,5.0,1,51.165691,10.451526
1060,Saudi Arabia,SAU,6800930,68.4,1.0,1,23.885942,45.079162
1061,Italy,ITA,3058810,68.4,1.0,1,41.87194,12.56738
1062,Germany,DEU,3060110,68.4,1.0,1,51.165691,10.451526
1063,Russia,RUS,31039090,68.25,1.0,1,61.52401,105.318756
1064,United States of America,USA,31033580,68.04,4.0,1,37.09024,-95.712891
1065,Slovenia,SVN,31600221,67.9,1.0,1,46.151241,14.995463
1066,Germany,DEU,3029532,67.84,2.0,1,51.165691,10.451526
1067,Netherlands,NLD,90002740,67.83,1.0,1,52.132633,5.291266
1068,Austria,AUT,6103990,67.83,2.0,1,47.516231,14.550072
1069,Austria,AUT,3044080,67.36,6.0,2,47.516231,14.550072
1070,Poland,POL,3060560,67.3,5.0,2,51.919438,19.145136
1071,United Kingdom,GBR,3027500,67.2,4.0,1,55.378051,-3.435973
1072,Spain,ESP,31011131,67.2,1.0,1,40.463667,-3.74922
1073,Netherlands,NLD,3042150,66.85,1.0,1,52.132633,5.291266
1074,Austria,AUT,6006440,66.8,1.0,1,47.516231,14.550072
1075,Poland,POL,3055920,66.72999999999999,5.0,2,51.919438,19.145136
1076,Germany,DEU,3063130,66.4,2.0,1,51.165691,10.451526
1077,Germany,DEU,32100440,66.3,1.0,1,51.165691,10.451526
1078,Netherlands,NLD,3052930,66.3,3.0,2,52.132633,5.291266
1079,Spain,ESP,31304430,66.28999999999999,2.0,2,40.463667,-3.74922
1080,Romania,ROU,31020770,66.04,3.0,1,45.943161,24.96676
1081,Germany,DEU,38001230,65.9,3.0,2,51.165691,10.451526
1082,Germany,DEU,3039440,65.8,2.0,1,51.165691,10.451526
1083,Italy,ITA,32400750,65.66,2.0,1,41.87194,12.56738
1084,Saudi Arabia,SAU,6009240,65.55,1.0,1,23.885942,45.079162
1085,Poland,POL,5416330,65.45,1.0,1,51.919438,19.145136
1086,Poland,POL,3042711,65.31,1.0,1,51.919438,19.145136
1087,Germany,DEU,38000590,65.17,1.0,1,51.165691,10.451526
1088,Spain,ESP,3050710,65.17,2.0,2,40.463667,-3.74922
1089,Austria,AUT,5418450,64.89,3.0,2,47.516231,14.550072
1090,Belgium,BEL,3066410,64.82,8.0,2,50.503887,4.469936
1091,Poland,POL,3043200,64.8,4.0,2,51.919438,19.145136
1092,Hungary,HUN,5410350,64.8,4.0,1,47.162494,19.503304
1093,Germany,DEU,3056040,64.8,4.0,2,51.165691,10.451526
1094,Austria,AUT,6007420,64.6,2.0,1,47.516231,14.550072
1095,Austria,AUT,5410320,64.44,4.0,2,47.516231,14.550072
1096,Germany,DEU,3029101,64.4,1.0,1,51.165691,10.451526
1097,Austria,AUT,3400390,64.4,2.0,1,47.516231,14.550072
1098,Slovakia,SVK,5410360,64.12,1.0,1,48.669026,19.699024
1099,Poland,POL,7007680,64.12,1.0,1,51.919438,19.145136
1100,Thailand,THA,0,64.0,10.0,1,15.870032,100.992541
1101,Germany,DEU,3028760,64.0,10.0,1,51.165691,10.451526
1102,Netherlands,NLD,31013500,63.419999999999995,2.0,2,52.132633,5.291266
1103,Germany,DEU,3048190,62.9,1.0,1,51.165691,10.451526
1104,Germany,DEU,3020900,62.089999999999996,2.0,2,51.165691,10.451526
1105,Malaysia,MYS,0,61.8,2.0,1,4.210484,101.975766
1106,Poland,POL,3041762,61.56,1.0,1,51.919438,19.145136
1107,Germany,DEU,3052650,61.42,9.0,3,51.165691,10.451526
1108,Germany,DEU,56002130,61.4,1.0,1,51.165691,10.451526
1109,Russia,RUS,7100860,61.25,5.0,1,61.52401,105.318756
1110,Germany,DEU,3054880,61.04,1.0,1,51.165691,10.451526
1111,Lithuania,LTU,6800650,60.9,21.0,1,55.169438,23.881275
1112,Canada,CAN,3044250,60.85,7.0,2,56.130366,-106.346771
1113,United States of America,USA,3020880,60.760000000000005,7.0,2,37.09024,-95.712891
1114,Austria,AUT,5418410,60.76,2.0,1,47.516231,14.550072
1115,Denmark,DNK,32500430,60.5,3.0,2,56.26392,9.501785
1116,Poland,POL,3056430,60.34,2.0,1,51.919438,19.145136
1117,Italy,ITA,3029721,59.5,1.0,1,41.87194,12.56738
1118,Poland,POL,3023150,59.36,2.0,1,51.919438,19.145136
1119,Germany,DEU,3047350,59.2,4.0,2,51.165691,10.451526
1120,Germany,DEU,31011471,59.2,8.0,1,51.165691,10.451526
1121,South Africa,ZAF,3058960,59.01,3.0,1,-30.559482,22.937506
1122,South Africa,ZAF,3046160,59.01,3.0,1,-30.559482,22.937506
1123,Spain,ESP,31005151,58.8,1.0,1,40.463667,-3.74922
1124,Slovenia,SVN,5407391,58.8,5.0,1,46.151241,14.995463
1125,Netherlands,NLD,3059560,58.76,6.0,3,52.132633,5.291266
1126,Slovakia,SVK,3051000,58.31,1.0,1,48.669026,19.699024
1127,Netherlands,NLD,3038290,58.31,1.0,1,52.132633,5.291266
1128,Spain,ESP,3047730,58.31,1.0,1,40.463667,-3.74922
1129,Germany,DEU,6006950,58.0,10.0,1,51.165691,10.451526
1130,United States of America,USA,3052320,57.89,1.0,1,37.09024,-95.712891
1131,Israel,ISR,3044740,57.89,1.0,1,31.046051,34.851612
1132,United States of America,USA,6104480,57.82,2.0,1,37.09024,-95.712891
1133,Israel,ISR,3035361,57.82,2.0,1,31.046051,34.851612
1134,Australia,AUS,3066490,57.64,5.0,2,-25.274398,133.775136
1135,Austria,AUT,3057280,57.32,31.0,2,47.516231,14.550072
1136,Sweden,SWE,51003760,57.26,1.0,1,60.128161,18.643501
1137,Thailand,THA,31019270,57.06,2.0,1,15.870032,100.992541
1138,Guatemala,GTM,31024070,56.7,1.0,1,15.783471,-90.230759
1139,Austria,AUT,3040070,56.42,2.0,1,47.516231,14.550072
1140,Austria,AUT,7004461,56.4,2.0,1,47.516231,14.550072
1141,Serbia,SRB,5413930,56.35,1.0,1,44.016521,21.005859
1142,Germany,DEU,3039712,56.1,1.0,1,51.165691,10.451526
1143,United Kingdom,GBR,3039861,56.03,9.0,4,55.378051,-3.435973
1144,South Africa,ZAF,3045490,56.0,10.0,1,-30.559482,22.937506
1145,Poland,POL,3063370,56.0,10.0,1,51.919438,19.145136
1146,United Kingdom,GBR,3032820,56.0,10.0,1,55.378051,-3.435973
1147,Netherlands,NLD,3053600,56.0,10.0,1,52.132633,5.291266
1148,Germany,DEU,3043530,55.99,2.0,1,51.165691,10.451526
1149,Germany,DEU,31022680,55.599999999999994,4.0,2,51.165691,10.451526
1150,Netherlands,NLD,6007410,55.510000000000005,2.0,2,52.132633,5.291266
1151,Germany,DEU,31031640,55.4,4.0,3,51.165691,10.451526
1152,United States of America,USA,31008642,55.3,1.0,1,37.09024,-95.712891
1153,South Africa,ZAF,6006660,55.019999999999996,24.0,2,-30.559482,22.937506
1154,Russia,RUS,3056740,54.88,2.0,1,61.52401,105.318756
1155,Poland,POL,3062690,54.67,1.0,1,51.919438,19.145136
1156,Germany,DEU,3057540,54.400000000000006,2.0,2,51.165691,10.451526
1157,Germany,DEU,32100240,54.4,1.0,1,51.165691,10.451526
1158,Germany,DEU,32100390,54.4,1.0,1,51.165691,10.451526
1159,United Kingdom,GBR,3024380,54.39,1.0,1,55.378051,-3.435973
1160,Austria,AUT,31027070,54.39,3.0,1,47.516231,14.550072
1161,Germany,DEU,3058000,54.0,2.0,1,51.165691,10.451526
1162,Germany,DEU,3023120,54.0,2.0,1,51.165691,10.451526
1163,Germany,DEU,3060740,54.0,6.0,2,51.165691,10.451526
1164,Germany,DEU,7007720,54.0,1.0,1,51.165691,10.451526
1165,Netherlands,NLD,3207500,53.76,12.0,1,52.132633,5.291266
1166,Germany,DEU,3037980,53.62,2.0,1,51.165691,10.451526
1167,Netherlands,NLD,3060320,53.62,2.0,1,52.132633,5.291266
1168,Spain,ESP,31026280,53.41,1.0,1,40.463667,-3.74922
1169,Italy,ITA,3048670,53.4,2.0,1,41.87194,12.56738
1170,Germany,DEU,3055760,53.39,2.0,2,51.165691,10.451526
1171,Germany,DEU,6007620,53.300000000000004,4.0,3,51.165691,10.451526
1172,Germany,DEU,32100310,53.28,1.0,1,51.165691,10.451526
1173,Austria,AUT,3050620,53.0,5.0,1,47.516231,14.550072
1174,Germany,DEU,3035481,53.0,1.0,1,51.165691,10.451526
1175,Germany,DEU,3030100,52.8,2.0,2,51.165691,10.451526
1176,Austria,AUT,3027910,52.78,2.0,2,47.516231,14.550072
1177,Austria,AUT,3023011,52.5,2.0,2,47.516231,14.550072
1178,Australia,AUS,3400950,52.22,2.0,1,-25.274398,133.775136
1179,Bulgaria,BGR,3054650,52.190000000000005,5.0,2,42.733883,25.48583
1180,Austria,AUT,3055770,52.160000000000004,18.0,3,47.516231,14.550072
1181,Germany,DEU,56003600,51.8,2.0,1,51.165691,10.451526
1182,United States of America,USA,3034360,51.73,1.0,1,37.09024,-95.712891
1183,Austria,AUT,6005480,51.5,1.0,1,47.516231,14.550072
1184,Spain,ESP,31001900,51.27,5.0,2,40.463667,-3.74922
1185,Germany,DEU,31024460,51.2,8.0,1,51.165691,10.451526
1186,Germany,DEU,31019950,51.2,8.0,1,51.165691,10.451526
